industry,function,usecase,paragraph_ID
health and longevity,data - driven,potential effect on health and longevity,978
"cost reductions . in the united states , where health - care",health - care,cost reductions,979
exhibit,exhibit,exhibit,980
precision health care,precision health care,better health outcomes,981
life extension,life extension,life extension,982
cost,cost savings,cost savings,983
range,range,range,984
impact,impact,impact increase,985
high,high - income,high - income,986
middle - and low - income,middle - and low - income,low - income,987
health - care,health - care,global reduction in national health expenditures,988
$,over,over,989
non - us high income,non - us high income,non - us high income,990
$,over,over,991
economic,economic,economic,992
patients with chronic illnesses,remote monitoring,remote monitoring of patients with chronic illnesses to avoid crises,993
wellness programs and incentives,wellness,wellness,994
proactive risk assessment to anticipate complications and reduce hospital stays,proactive risk assessment,identifying,995
preventive care,preventive care,preventive care,996
care,the right setting for care,the right setting for care,997
better care,better care,better care,998
national health expenditures,national health expenditures,national health expenditures,999
mc,analysis,analysis,1000
data and analytics,data and analytics,disruption,1001
"payers , pharmaceutical companies , and others",analytics - enabled radical personalization,radical personalization,1002
education,"education , for instance , has much in common with health care in that the individual characteristics of every participant in the system are unique and complex , but today relatively standardized services are provided to large groups of different individuals . delivering personalized education will require data on individual students ’ learning style , the knowledge and skills they already possess , the goals they wish to pursue , and their progress . educational environments can then be tailored to deliver the right mode of instruction through the most effective medium — and do so at the appropriate pace , helping each student master one topic before moving on to the next . renaissance learning , for example , has developed software - based assessments",delivering,1003
"retail , labor markets , travel and hospitality , media , and advertising",travel app that will offer personalized recommendations,radical personalization,1004
no,analytics,ensuring access to all relevant data,1005
iot sensors,iot sensors,overcoming these issues,1006
colleges,big data,colleges are using big data to identify when students are likely to flame out,1007
washington post,washington post,washington,1008
"amazon , facebook , and goldman sachs",data - driven,achieve significant internal process improvements and create new products,1009
industries with accessibility challenges or those in which data discovery has direct relevance for creating value,"consumer product company , for example , can add comments about its brands posted on social media platforms",combining unstructured and structured data from multiple sources ( including new external sources ) enables better decision making,1010
"customers ’ transactions , financial status , and demographics",massive data integration,massive data integration,1011
mobile phone operators and retailers,mobile phone,surmounting these barriers,1012
risk and credit assessments,"messaging apps , for instance . integration tools such as data lakes help to provide a holistic view of each customer by combining different sociodemographic and behavioral data . one of the important applications for banks is the ability to improve risk and credit assessments","adding analytics on top of all the data can enhance the customer experience , enabling banks to retain existing customers and attract new ones",1013
financial services,digital native,optimize banking operations and increase revenue,1014
data and analytics,data and analytics,disruption,1015
exhibit,exhibit,exhibit,1016
retail banks,data lakes,combining traditional and new data sources in data lakes,1017
data,data source,data source,1018
banks,external to banks,external to banks,1019
bank,bank,bank,1020
data,data,data,1021
call center customer,call center,call center customer,1022
[SEP],notes,what is main idea ? [SEP],1023
whole - saler,whole - saler,whole,1024
customer,customer history,customer history,1025
utilities,utilities customer payment record,customer payment record,1026
internal to banks,internal,internal to banks,1027
un,unstructured,un,1028
data,data,data,1029
sales agents,sales agents,inputs from sales agents,1030
customer,video analysis,video analysis of customer footage,1031
comments,comments,comments,1032
basic demography,basic demography,basic demography,1033
transactions,mobile,transactions,1034
data,data,data,1035
structure,structure,structure,1036
data lake,data lake,data lake,1037
tele - communications,tele - communications customer patterns,customer patterns,1038
social,social media,social media sentiment,1039
government agencies,government agencies,"tax payment report , updated demographic data",1040
banks,banks,banks,1041
structured,structured,structured,1042
data,data,data,1043
banks,banks,banks,1044
survey / satisfaction,regular survey / satisfaction data,regular survey / satisfaction data,1045
banks,banks,banks,1046
analytics and data discovery,analytics,"stores practically unlimited amounts of data of any format and type ▪ silos minimized , and single source of truth accessible by whole organization",1047
mc,analysis,analysis,1048
retail banking,analytics,improved cross - selling and the development of personalized products,1049
exhibit,exhibit,exhibit,1050
retail banking,data,data - driven transformation,1051
developed economies,developed economies,developed,1052
developing economies,developing economies,developing economies,1053
economic,economic,economic,1054
data and analytics,data and analytics,data and analytics,1055
"data , analytics , and digital",data,data,1056
cross - sell / upsell,risk assessment,cross - sell / upsell products,1057
underwriting,underwriting,underwriting,1058
marketing,automate business support,automate business support functions optimize marketing mix,1059
virtual training,virtual training,virtual training new customer channels digital distribution channels cloud - based architecture,1060
digital,digital,digital,1061
[SEP],total,total,1062
revenue - and cost - saving,analytics,cost - saving,1063
rounding .,rounding,rounding,1064
digital and financial services,analytics,analytics,1065
global institute analysis,global institute analysis,global institute analysis,1066
retail banking,"crunching the numbers , developing the algorithms","talent capable of crunching the numbers , developing the algorithms , and combining those skills with an understanding of financial services and the regulatory landscape will be critical",1067
solution and analytics,fin,focus on a particular market niche,1068
customers,integrating from different sources,incumbent institutions that are the natural owners of significant amounts of data describing the financial position and behavior of their customers,1069
banking,advanced analytics,adding,1070
data and analytics,data and analytics,disruption,1071
alipay and apple,apple,ali,1072
banks and telecom,machine,massive data integration and analytics,1073
borrowers and investors,peer - to - peer platforms,peer - to - peer platforms,1074
retail banking,massive data integration,massive data integration,1075
law enforcement,law enforcement,massive data integration could create a more seamless experience for the end - user,1076
insurance,data,incorporating more data from multiple sources and applying cutting - edge analytics can create value . the industry can rely on a wider array of information to assess risk more accurately . companies can reduce fraud,1077
manufacturing and processing,iot sensors,collecting and analyzing the vast information flows generated by iot sensors,1078
loans,loans,bolsters leadership team,1079
public - sector digitization,digitization,public - sector digitization,1080
challenge,challenge,challenge,1081
processes and products,discover patterns in huge amounts of diverse data and to generate hypotheses,"innovation innovation is one of the components of productivity growth . it can be applied to both processes and products . process innovation enables an organization to put its resources to the most efficient use , while product innovation is about developing new products or a better customer experience . throughout history , innovative ideas have sprung from human ingenuity and creativity",1082
process innovation,process innovation,understanding this variance and how to build more effective collaboration is a huge opportunity for organizations,1083
"materials science , synthetic biology , and life sciences",product innovation,"data and analytics can transform research and development in areas such as materials science , synthetic biology , and life sciences . leading pharmaceutical companies are using data and analytics to aid with drug discovery . data from a variety of sources could help to suggest the chemical compounds that could serve as effective drug treatments for a variety of diseases",1084
creative fields,a / b testing,improve the online user experience,1085
"product , process , and design",data and analytics,"if they are able to develop these capabilities to differentiate themselves , they could move further ahead of the competition",1086
pharma,pharma,machine learning for discovery : how machine learning algorithms are revolutionizing pharma,1087
drug development,drug development,machine - learning robot could streamline drug development,1088
sequence and analyze patient samples,sequence and analyze patient samples,sequence and analyze patient samples,1089
clinical trials,clinical trials,clinical trials,1090
data and analytics,data and analytics,disruption,1091
data and analytics,data - driven exercise,"decision making is fundamental to everything , but when faced with important questions , most people ultimately rely on gut instinct",1092
continuing the status quo or avoiding risk,non - traditional,people tend to give weight to data points that back up their original hypothesis rather than fully considering those that contradict their working theory,1093
exhibit,exhibit,exhibit,1094
data and analytics,data and analytics,overcome human limitations in decision making,1095
human,preconditions,preconditions,1096
heuristics,heuristics are predominant in decision making,heuristics,1097
human error and physical limitations,human error and physical limitations lead to mistakes and lost value,human error and physical limitations lead to mistakes and lost value,1098
insurance and risk health care criminal justice labor markets,smart cities insurance and risk health care criminal justice labor markets,smart cities insurance and risk health care criminal justice labor markets,1099
"sentencing and parole decisions , while predictive policing can better direct law enforcement",smart algorithms,a more effective city planning and zoning process that better captures the needs of the community,1100
mc,analysis,analysis,1101
data and analytics,digital games,"humans can reach information overload , automated algorithms can weigh a vast amount of data . automated algorithms and decision - support tools can help to avoid errors or lapses that have serious consequences",1102
analytics,analytics,analytics,1103
transportation,transportation,safety,1104
accuracy,predictive models,accuracy,1105
health care,health care,"view into the future , leading to more effective and judicious use of resources",1106
machines and algorithms,algorithms,consistency / reliability,1107
engineers and architects,"building information modeling systems , which create digital models of structures under design , employ analytics",consistency can reduce costly errors,1108
education or health care,legal,transparency allows for decisions to be reviewed and improved upon in the future,1109
algorithms,to support and complement human judgment rather than to substitute for it,enhanced,1110
transportation and utilities,utilities,faster decision making,1111
"traffic flows , reduce waits on public transportation systems , and make parking availability fully transparent to prevent circling and congestion",smart transportation systems utilizing the iot and automated algorithms,"enable more seamless traffic flows , reduce waits on public transportation systems , and make parking availability fully transparent to prevent circling and congestion",1112
traffic congestion,potential reduction in traffic congestion,potential reduction in traffic congestion,1113
data and analytics,data and analytics,disruption,1114
"energy , waste , and water","utilities can use sensors to be more responsive to changes in demand or system stresses . energy , waste , and water needs can change minute by minute , and fully automated algorithms can allow for efficient pricing and distribution . tools such as smart grids enable utilities to deliver renewable energy alongside conventional sources",utilities can use sensors to be more responsive to changes in demand or system stresses,1115
transportation management,analytics,reducing traffic congestion,1116
energy and water demand management,structural monitoring,using analytics to make utilities more responsive in real time,1117
insurance,insurance,"predicting which customers will prove to be most valuable , preventing employee attrition , scheduling maintenance in time to prevent breakdowns , and detecting fraud",1118
cars,analytics,analytics,1119
insurance industries,"property insurance are using sensors on water pipes or in the kitchen to identify predictors of pipe leaks or breaks , flooding , or fires , and to warn the homeowners",reduced,1120
digital utility,digital utility,the digital utility,1121
may,what kind of application ? [SEP] com,2016,1122
kenya power,smart meters,cut costs,1123
july,2015,what is main idea ? [SEP],1124
internet of things,internet of things,mapping the value beyond the hype,1125
"medicine , drug interactions and incorrect dosages",advanced analytical support tools,reducing errors in drug prescriptions in medicine,1126
analytics,analytics,it could save lives,1127
[CLS],interviewer,transparency : transforming hiring and making labor markets more efficient,1128
human resources,"analytics tools that incorporate online tests and games can give employers data markers indicating whether candidates have the qualities and skills that predict high performance and retention . 93 many new players are developing solutions that can support smarter and more data - driven hiring processes . hireiq , for example , provides software to digitize the interview process and apply predictive analytics",new analytics tools that incorporate online tests and games can give employers data markers indicating whether candidates have the qualities and skills that predict high performance and retention . 93 many new players are developing solutions that can support smarter and more data - driven hiring processes,1129
medical,medical,medical error : the third leading cause of death in the us,1130
may,may,may,1131
healthcare research and quality,patient safety primer,patient safety,1132
health and human services,primers,medication - errors,1133
to err is human : building a safer health,building a safer health,building a safer health,1134
committee on quality of health care,committee on quality of health care,quality of health care,1135
health care quality and medical,economics,the economics of health care quality,1136
health care finance,health care finance,errors,1137
digital,digital,managing talent,1138
march,2016,march,1139
data and analytics,data and analytics,disruption,1140
"job seekers and employers alike better transparency . 94 in the future , employers and job seekers could gain greater visibility into real - time supply and demand , the wages associated with various jobs , specific skills , goals , and abilities , and the value ( and costs ) of different educational programs",online,giving job seekers and employers alike better transparency,1141
hiring and job hunting,job preparation and discernment driven by data,this new transparency could help educational institutions better prepare students for the job market,1142
"better matching , training , and maximizing of talent",training,"higher productivity can come from better matching , training , and maximizing of talent",1143
data and analytics,deep,"deep learning reaches maturity , giving machines unprecedented capabilities to think , problem - solve , and understand language",1144
labor,digital,connecting talent with opportunity,1145
june,june,june,1146
data and analytics,analytics,the impact of data and analytics,1147
human resources functions for a representative company in a few industries,human resources,human resources,1148
paper boat creative / getty images,paper boat creative / getty images,paper boat creative / getty images,1149
data and analytics,data and analytics,disruption,1150
deep learning,deep learning,the coming wave,1151
algorithms and processing power,perform activities long thought to be the sole purview of humans,artificial intelligence,1152
machine learning,top - down instruction manual,"to give the algorithm “ experiences ” ( training data ) and a generalized strategy for learning , then let the algorithm identify patterns , associations , and insights from the data — in short , to train the system rather than program it",1153
"digital giants such as google , facebook , intel , and baidu","provide customer service , manage logistics , analyze medical records , or even write a news story",machine,1154
data and analytics,"machine learning are remarkably broad . the value potential is everywhere , even extending into sectors that have been slow to apply data and analytics . as applications of this technology are adopted , they could generate tremendous productivity gains and an improved quality of life",they could generate tremendous productivity gains and an improved quality of life,1155
12,automated,how this transformation could play out,1156
climate change,machine learning,to set the stage for many avenues of interesting future research,1157
industry problems and individual occupations,industry problems and individual occupations,machine learning techniques,1158
many industries,machine learning has applications across many industries,how machine learning algorithms could be applied and where the biggest impact is likely to occur,1159
image recognition,image recognition,recognize patterns and associations,1160
engineering and economics,solving dynamic optimization and control theory problems,to identify the best actions to take now in order to reach some future goal,1161
"classification , prediction / estimation , and generation","classification , prediction / estimation , and generation",reinforcement,1162
images and video or recognizing text and audio,machine learning can also be used for predictions,tackling classification problems involves making observations about the world,1163
deep learning,deep learning,the coming wave,1164
exhibit,exhibit,exhibit,1165
"classification , prediction , and generation","classification , prediction , and generation problems","machine learning can help solve classification , prediction , and generation problems",1166
classification,classification,classification,1167
visual,classify / label visual objects,classify / label,1168
"objects , faces in images and video",identify,identify,1169
writing and text,"classify / label writing and text classify / label audio cluster , group other data","classify / label writing and text classify / label audio cluster , group other data",1170
associations,associations,discover associations,1171
value,predict probability of outcomes forecast value function estimation,predict probability of outcomes forecast value function estimation,1172
prediction,prediction,prediction,1173
generation,generation,generation,1174
generate visual objects,generate visual objects,generate visual objects,1175
writing and text,generate writing and text,generate writing and text generate audio,1176
mc,analysis,analysis,1177
"customers , product features",trained on a set of artist ’ s paintings,predict the probability that a customer will choose another provider,1178
es,duplicate,duplicate,1179
optimization and statistical,"conventional optimization and statistical methods , machine learning can be useful in a number of settings",conventional optimization and statistical methods,1180
12,use cases,the opportunity for business impact is broad,1181
social media or in the course of online shopping,improving hiring matches,improving hiring matches would have tremendous value for creating a more efficient labor market,1182
exhibit,exhibit,exhibit,1183
business,machine learning can be combined with other types of analytics,solve a large swath of business problems,1184
machine learning techniques,machine learning,machine learning,1185
[SEP],not,what is main idea ? [SEP],1186
cluster,clustering,clustering,1187
k,k,k,1188
other analytics,other analytics,analytics,1189
"regression ( e . g . , logistic",regression,regression,1190
use cases,use cases,use cases,1191
resource allocation,resource allocation,resource allocation,1192
dimensional,dimensionality reduction,dimensionality reduction,1193
search algorithms,search algorithms,search algorithms,1194
predictive analytics,predictive analytics,predictive analytics,1195
classification,classification,classification,1196
support vector machines,support vector machines,support vector machines,1197
conventional,conventional neural networks,neural networks,1198
sorting,sorting,sorting,1199
merging,merging,merging,1200
predictive maintenance,predictive maintenance,predictive maintenance,1201
hyper - personalization,hyper - personalization,hyper - personalization,1202
deep,deep learning networks,deep learning,1203
compression,compression,compression,1204
discover new trends / anomalies,discover new trends,discover new trends / anomalies,1205
con,convolutional neural network,convolutional neural network,1206
graph algorithms,graph algorithms,graph algorithms,1207
forecasting,forecasting,forecasting,1208
rec,neural network,recurrent neural network,1209
linear and non - linear,linear and non - linear,linear,1210
optimization,optimization,optimization,1211
price and product optimization,price and product optimization,price and product optimization,1212
deep belief networks,deep belief networks,deep belief,1213
signal processing,signal processing,signal processing,1214
convert,convert unstructured data,convert unstructured data,1215
encryption,encryption,encryption,1216
triaging,triaging,triaging,1217
problem types,problem types,problem types,1218
classification,classification,classification,1219
prediction,prediction,prediction,1220
generation,generation,generation,1221
mc,analysis,analysis,1222
es,duplicate,duplicate,1223
12,business use cases,the,1224
travel and logistics,high - opportunity,prioritize the use of machine learning and prepare for a transformation to take place,1225
deep learning,deep learning,the coming wave,1226
exhibit,exhibit,exhibit,1227
industries,use cases,machine learning,1228
variety of data ( number of data types,variety of data,variety of data,1229
agriculture automotive consumer,automotive consumer,agriculture,1230
energy finance health care,energy finance,energy finance,1231
manufacturing media pharmaceuticals,manufacturing media,manufacturing media pharmaceuticals,1232
volume breadth and frequency of data,data,volume breadth and frequency of data,1233
lower priority,lower priority,lower priority,1234
"travel , transport , and logistics",public / social telecom,"public / social telecom travel , transport , and logistics",1235
higher potential,higher potential,higher potential,1236
advertising,personalize advertising,personalize advertising,1237
identify fraudulent transactions,identify fraudulent transactions,identify fraudulent transactions,1238
personal,personalize,personalize,1239
financial products,financial products,financial products,1240
identify,identify,identify,1241
navigate roads,navigate roads,navigate roads,1242
crops,personalize crops to individual conditions,personalize crops to individual conditions,1243
pricing and scheduling,scheduling,optimize pricing and scheduling,1244
[SEP],real time,what is main idea ? [SEP],1245
personal,predict personalized health outcomes,predict personalized health outcomes,1246
consumer,discover new consumer trends,discover new consumer trends,1247
merchandising,merchandising,optimize merchandising strategy,1248
energy,energy,predictive maintenance,1249
manufacturing,predictive maintenance,predictive maintenance,1250
diagnose diseases,diagnose diseases,diagnose diseases,1251
clinical trials,clinical trials,optimize clinical trials,1252
impact,impact,impact score,1253
mc,analysis,analysis,1254
es,duplicate,duplicate,1255
operations and logistics,personalization of products and services for customers . second is predictive analytics,personalization of products and services for customers,1256
"consumer packaged goods , media , finance , and education","consumer packaged goods , media , finance , and education",radical personalization of goods or services,1257
"media organizations , for instance , are beginning to use this technology to deliver personalized content and advertising",advertising,radical personalization,1258
banking and cybersecurity,predictive analytics,machine,1259
health care,predictive analytics,diagnose diseases,1260
telecom,telecom,predict the lifetime value and risk of churn associated with individual customers,1261
pharmaceuticals,pharmaceuticals,predict outcomes from experiments to reduce r & d costs and time to market,1262
finance,finance,evaluate customer credit risk more accurately,1263
public sector,public sector,optimize public policy decisions,1264
[CLS],credit card,[CLS],1265
algorithms,recommender,recommender system,1266
innovation,management information systems,innovation,1267
scientists,deep - learning programs,scientists see promise in deep - learning programs,1268
deep learning,deep learning,the coming wave,1269
industry applications of strategic optimization consumer,industry applications of strategic optimization,optimize in - store product assortment to maximize sales,1270
pharmaceuticals,pharmaceuticals,optimize design,1271
telecom,telecom,optimize capital expenditures,1272
energy,energy,energy : optimize blend of raw materials in refining or other processes,1273
public sector,public sector,optimize resource allocation,1274
media,media,improve casting,1275
"logistics , procurement timing , and inventory distribution",industry,"optimize logistics , procurement timing , and inventory distribution across warehouses and stores",1276
automotive and other types of advanced manufacturing,manufacturing,reduce bottlenecks and cycle time,1277
"travel , transport , and logistics",optimize routing in real time,optimize routing in real time,1278
energy,energy,optimize power plants,1279
predictive analytics,predictive analytics,predictive analytics,1280
data and machine learning,strategic optimization,improve organizational performance,1281
insurance,insurance,incremental technological improvements that can boost speed,1282
operations and logistics,"real - time optimization of operations and logistics ( see box at left ) . these applications involve heightening the efficiency of routes , machinery , and other processes or equipment","heightening the efficiency of routes , machinery , and other processes or equipment . machine learning could create dramatic efficiencies",1283
oil industry,self - learning simulation models,optimize its complex global logistics operation,1284
every occupation in the economy,"automate activities we currently pay people to do . previous mgi research examined the potential to automate 2 , 000 work activities in every occupation in the economy",auto,1285
mammographic and pathologic,clinical decision support,correlating mammographic and pathologic findings in clinical decision support,1286
natural language processing and data mining,data mining,data mining,1287
"detailed work activities ” are defined by o * net , a data collection program sponsored by the us department of labor",data collection,workplace automation,1288
machine learning,machine learning,machine learning performance,1289
exhibit,exhibit,exhibit,1290
work,work activities,deep learning,1291
occupations,occupations,occupations,1292
activities,activities,activities,1293
capability,capability requirements,capability requirements,1294
capabilities,deep learning,deep,1295
social ▪ social and emotional sensing ▪ social and emotional reasoning ▪ emotional and social output,social ▪ social and emotional sensing ▪ social and emotional reasoning,reasoning,1296
retail salespeople,retail sales,retail,1297
food and beverage,food and beverage service,food and beverage,1298
teachers,teachers,teachers,1299
health practitioners,health practitioners,health,1300
occupations,occupations,occupations,1301
greet customers,greet customers,greet customers,1302
products and services,answer questions,answer questions about products and services,1303
clean and maintain work areas,clean and maintain work areas,clean and maintain work areas,1304
product,product,demonstrate product features,1305
process sales and transactions,process sales and transactions,process sales and transactions,1306
activities,activities,what is main idea ? [SEP],1307
cognitive ▪ understanding natural language ▪ generating natural language ▪ retrieving information,cognitive,understanding natural language,1308
categories,supervised learning,categories,1309
opt,logical reasoning / problem - solving,creativity,1310
physical ▪ sensory perception ▪ fine motor skills / dexterity ▪ gross motor skills ▪ navigation ▪ mobility,mobility,navigation ▪ mobility,1311
"retail worker only , we analyzed some 2 , 000 activities across all occupations","retail worker only , we analyzed some 2 , 000 activities across all occupations",activities performed by a retail worker,1312
mc,analysis,analysis,1313
"natural language generation , natural language understanding , and sensory perception",sensory perception,almost all activities require capabilities that correlate with what machine learning can do,1314
deep learning,deep learning,the coming wave,1315
media,media,improvements,1316
exhibit,exhibit,exhibit,1317
understanding and generation as well as social sensing,work,improvements in natural learning understanding and generation as well as social sensing would have the biggest impact on expanding the number of work activities that deep learning could technically automate,1318
capability,capability,capability,1319
natural language understanding,natural language understanding,natural language understanding,1320
sensory perception,sensory perception,sensory perception,1321
categories,generating novel patterns / categories,generating novel patterns / categories,1322
social and emotional sensing,social and emotional sensing,social and emotional sensing,1323
categories,recognizing,recognizing known patterns / categories,1324
optimization and planning,optimization and planning,optimization and planning,1325
natural language generation,natural language generation,natural language generation,1326
detailed work activities,detailed work activities,share of detailed work activities,1327
where,where required,share of dwas where current level is inadequate,1328
%,%,capability is the only gap,1329
mc,analysis,analysis,1330
advances in sensory perception and generating novel patterns and categories,natural language understanding,potential to be automated by adapting duplicate from es currently demonstrated technology,1331
humans are still the real stars,artificial intelligence,humans are still the real stars,1332
workplace automation,automation,workplace automation,1333
where machines could replace humans — and where they can ’ t,where machines could replace humans — and where they can ’ t,where machines could replace humans,1334
exhibit,exhibit,exhibit,1335
wages,deep learning,improved deep learning capabilities,1336
multiple,multiple,what is main idea ? [SEP],1337
categories,generating novel patterns / categories,generating novel patterns / categories,1338
natural language understanding,natural language understanding,natural language understanding,1339
sensory perception,sensory perception,sensory perception,1340
social and emotional sensing,social and emotional sensing,social and emotional sensing,1341
wages associated with deep learning improvement,wages associated with deep learning improvement,wages associated with deep learning improvement,1342
occupations,relevant occupations,number of relevant occupations,1343
"guiding , directing , and motivating subordinates",detailed work activities,"detailed work activities , by group guiding , directing , and motivating subordinates",1344
documenting / recording,documenting / recording information,documenting / recording information,1345
"processes , materials , or surroundings",monitoring,monitoring,1346
getting information,getting information,getting information,1347
analyzing data or information,analyzing,analyzing,1348
performing administrative activities,administrative,performing administrative activities,1349
updating and using relevant knowledge,updating and using relevant knowledge,updating and using relevant knowledge,1350
"communicating with supervisors , peers , or subordinates",communicating,"communicating with supervisors , peers , or subordinates interpreting the meaning of information for others",1351
providing consultation and advice,providing consultation,providing consultation and advice to others,1352
training and teaching,training,training and teaching others,1353
making decisions and solving problems,making decisions and solving problems,making decisions and solving problems,1354
assisting and caring for others,assisting and caring for others,assisting and caring for others,1355
"operating vehicles , mechanized devices , or equipment",evaluating information to determine compliance with standards,evaluating information to determine compliance with standards,1356
monitoring and controlling resources,monitoring and controlling resources,monitoring and controlling resources,1357
"inspecting equipment , structures , or material","inspecting equipment , structures , or material communicating with persons outside organization","inspecting equipment , structures , or material communicating with persons outside organization",1358
interacting with computers,interacting with computers,interacting with computers,1359
[SEP],other,what is main idea ? [SEP],1360
mc,analysis,analysis,1361
deep learning,deep learning,the coming wave,1362
"guiding subordinates , documenting information , monitoring surroundings , and gathering information",sensory perception,improving natural language understanding would enable automation across all activity groups,1363
"executive assistants , cashiers , and waitstaff",deep learning to automation,"deep learning is likely to have a major impact on occupations with primarily administrative duties ; these include executive assistants , cashiers , and waitstaff . large numbers of people are employed in these occupations , which points to the possibility of significant job displacement",1364
"privacy , data security , and data ownership",machine learning,machine learning,1365
[CLS],medical,[CLS],1366
exhibit,exhibit,exhibit,1367
ten occupations,deep learning,improvements in deep learning,1368
multiple,multiple,what is main idea ? [SEP],1369
categories,generating novel patterns / categories,generating novel patterns / categories,1370
natural language understanding,natural language understanding,natural language understanding,1371
sensory perception,sensory perception,sensory perception,1372
social and emotional sensing,social and emotional sensing,social and emotional sensing,1373
d,automated,% of time spent on activities that could be automated if dl improves,1374
dwas,automated,could be automated,1375
global employ,global employ,global employ,1376
hourly,hourly,hourly wage,1377
wages,wages,global wages,1378
"interacting with computers to enter data , process information",interacting with computers,"interacting with computers to enter data , process information",1379
performing administrative activities,administrative,performing administrative activities,1380
"processes , materials , or surroundings",monitoring,monitoring,1381
interpreting the meaning of information for others,interpreting,interpreting the meaning of information for others,1382
occupations,occupations,occupations,1383
"legal , medical , and executive",legal,administrative assistants,1384
business operations specialists,business operations,business operations,1385
managers,managers,managers,1386
office and administrative support workers,first - line supervisors of office and administrative support workers,first - line supervisors of office and administrative support workers,1387
cashiers,cashiers,cashiers,1388
performing administrative activities,administrative,performing administrative activities,1389
retail sales workers,first - line supervisors of retail sales,first - line supervisors of retail sales workers,1390
"guiding , directing , and motivating subordinates","guiding , directing , and motivating subordinates","guiding , directing , and motivating subordinates",1391
industrial engineers,industrial engineers,industrial engineers,1392
getting information,getting information,getting information,1393
customer service,customer service,customer service,1394
lawyers,lawyers,lawyers,1395
"helpers , laborers , and material movers",first - line supervisors,"first - line supervisors of helpers , laborers , and material movers",1396
performing for or working directly with the public,performing for or working directly with the public,performing for or working directly with the public,1397
providing consultation and advice,providing consultation,providing consultation and advice to others,1398
"organizing , planning , and prioritizing work","organizing , planning , and prioritizing work","organizing , planning , and prioritizing work",1399
dwa,d,d,1400
labor and statistical,analysis,labor and statistical sources ; mckinsey global institute analysis,1401
deep learning,deep learning,the coming wave,1402
"business leaders , policy makers , and thought leaders",autonomous vehicles,a dystopian future in which machine superintelligence controls humanity,1403
manufacturing,information,dealing,1404
machine learning today and deep learning,machine learning,organizations that are able to harness these capabilities effectively will be able to create significant value and differentiate themselves,1405
science photo,science photo,science photo,1406
deep learning,deep learning,the coming wave,1407
technical,technical,technical,1408
research,research,research,1409
"location - based services , us retail , us health care , the eu public sector , and manufacturing",methodology for adoption rates and value capture by industry,methodology for adoption rates and value capture by industry,1410
gps navigation devices and services,mobile phone location - based service applications,time,1411
"innovation , competition , and productivity",big data,"big data : the next frontier for innovation , competition , and productivity",1412
exhibit,exhibit,exhibit,1413
location - based services,location - based services,location - based services,1414
$,$,$,1415
[SEP],what kind of application ? [SEP],what is main idea ? [SEP],1416
s,what kind of application ? [SEP],s,1417
gps navigation devices and services,gps navigation,gps navigation,1418
mobile phone,mobile phone location - based service,location - based service,1419
mobile advertising services,mobile advertising,geo - targeted mobile advertising,1420
%,%,% achieved vs . estimate,1421
three,service providers,revenue potential for service providers,1422
location data,location data,location data,1423
[SEP],total,total,1424
"end users , mostly driven by the penetration rate of gps - enabled devices",gps - enabled devices,most value would go to end users,1425
creating value for end users,creating value for end users,creating value for end users,1426
mobile,mobile advertising,time and fuel savings,1427
[SEP],total,total,1428
s r e s u d n e o t e u a v,what kind of application ? [SEP],s r e s u d n e o t e u a v,1429
l,l,what is main idea ? [SEP],1430
"people tracking , location sharing , social community applications , city / regional guides / services , entertainment",social community applications,"people tracking , location sharing , social community applications , city / regional guides / services , entertainment . 2 derived as share of total mobile advertising",1431
marketsandmarkets,analysis,markets,1432
big data,big data,future of decision making,1433
"us retail , us health care , and the eu public sector","assessments for us retail , us health care , and the eu public sector were carried out very similarly . for each lever identified in the 2011 report , we interviewed multiple industry experts to obtain data and perspective on the adoption",we interviewed multiple industry experts to obtain data and perspective on the adoption progress since 2011 and on the value captured by companies that have adopted that lever,1434
technical,technical,technical,1435
lever,interviews,determine the aggregate impact,1436
exhibit,exhibit,exhibit,1437
data and analytics,analytics,integrating data and analytics,1438
merchandising,merchandising ▪ pricing optimization ▪ assortment optimization ▪ placement optimization,merchandising,1439
operations ▪ performance transparency ▪ labor resource,operations,performance transparency,1440
optimization,optimization,optimization,1441
categories,categories,categories,1442
levers,levers,levers,1443
selling,selling,selling,1444
marketing and sales,marketing and sales ▪ improved cross - ▪ location - based marketing,improved cross - ▪ location - based marketing ▪ improved customer segmentation,1445
data,data,data,1446
in - store behavior ▪ sentiment analysis ▪ enhanced multi - channel closed - loop marketing,sentiment analysis,sentiment analysis,1447
price comparison ▪ data selling,data selling,new business models ▪ price comparison ▪ data selling,1448
services,services,services,1449
supply chain,improved inventory management,improved inventory management,1450
transportation,transportation,improved sourcing ▪ transportation,1451
optimization,optimization,optimization,1452
2011,operating,operating margin,1453
- 28,what kind of application ? [SEP],what is main idea ? [SEP],1454
30,30 – 40 % value captured,30 – 40 % value captured,1455
adoption,adoption,adoption,1456
average value realized by adopters,adopters,average value realized by adopters,1457
operating,operating margin,operating margin,1458
mc,analysis,analysis,1459
- 10,what kind of application ? [SEP],what is main idea ? [SEP],1460
exhibit,exhibit,exhibit,1461
us health care,us health care has seen increased adoption,potential,1462
categories,categories,categories,1463
levers,levers,levers,1464
accounting / pricing ▪ automated systems ▪ health,accounting / pricing ▪ automated systems,accounting / pricing,1465
